contract_id,award_id,tender_id,vendor_id,original_value,final_value,sign_date,duration_days
C-0680,A-0680,T-0680,V-0140,3304368.04,3635366.68,2025-12-06,90
C-0681,A-0681,T-0681,V-0140,8867596.9,8867596.9,2024-10-26,120
C-0682,A-0682,T-0682,V-0062,7377862.2,8297200.82,2026-03-11,120
C-0683,A-0683,T-0683,V-0045,4544092.84,4544092.84,2023-08-15,240
C-0684,A-0684,T-0684,V-0091,14557532.06,14557532.06,2025-06-17,180
C-0685,A-0685,T-0685,V-0140,8406024.49,9700075.04,2024-02-24,90
C-0686,A-0686,T-0686,V-Y004,27027735.5,27027735.5,2025-08-05,120
C-0687,A-0687,T-0687,V-0062,7090419.38,7090419.38,2024-12-10,240
C-0688,A-0688,T-0688,V-0034,17692667.25,17692667.25,2024-06-27,365
C-0689,A-0689,T-0689,V-0239,9379910.84,9379910.84,2022-12-19,365
C-0690,A-0690,T-0690,V-0239,8276876.65,8276876.65,2024-10-02,365
C-0691,A-0691,T-0691,V-0034,20111398.11,20111398.11,2022-12-15,120
C-0692,A-0692,T-0692,V-0091,29572436.31,29572436.31,2023-09-17,120
C-0693,A-0693,T-0693,V-0062,2245366.58,2245366.58,2023-12-16,365
C-0694,A-0694,T-0694,V-0112,5491243.41,5491243.41,2026-07-13,365
C-0695,A-0695,T-0695,V-0140,5628506.81,5628506.81,2023-09-20,90
C-0696,A-0696,T-0696,V-Y004,3483032.48,3483032.48,2024-06-14,180
C-0697,A-0697,T-0697,V-0052,824942.89,824942.89,2025-11-05,120
C-0698,A-0698,T-0698,V-0133,3127624.08,3127624.08,2023-08-15,180
C-0699,A-0699,T-0699,V-S005,3327142.56,3327142.56,2025-05-31,240
C-0700,A-0700,T-0700,V-0184,581882.07,581882.07,2024-08-21,365
C-0701,A-0701,T-0701,V-0156,2191561.23,2191561.23,2026-07-21,120
C-0702,A-0702,T-0702,V-0079,1976216.51,1976216.51,2023-03-26,120
C-0703,A-0703,T-0703,V-0184,517595.6,596329.82,2024-10-07,90
C-0704,A-0704,T-0704,V-0036,4196828.32,4196828.32,2024-05-17,180
C-0705,A-0705,T-0705,V-0079,1677233.57,1677233.57,2025-01-15,365
C-0706,A-0706,T-0706,V-0044,1664406.41,1664406.41,2025-03-25,120
C-0707,A-0707,T-0707,V-0021,9658306.68,11447436.59,2023-12-18,90
C-0708,A-0708,T-0708,V-0022,6282720.72,7255679.57,2023-06-01,180
C-0709,A-0709,T-0709,V-0197,5726589.04,5726589.04,2023-11-27,240
C-0710,A-0710,T-0710,V-0005,2020633.01,2194680.72,2024-10-24,240
C-0711,A-0711,T-0711,V-0021,4668300.52,4668300.52,2024-08-26,90
C-0712,A-0712,T-0712,V-0005,785956.01,785956.01,2026-02-09,180
C-0713,A-0713,T-0713,V-0026,495998.61,495998.61,2025-05-22,365
C-0714,A-0714,T-0714,V-0102,2355707.89,2355707.89,2023-12-11,90
C-0715,A-0715,T-0715,V-0102,6034950.15,6404411.88,2023-08-08,240
C-0716,A-0716,T-0716,V-0102,2906278.63,2906278.63,2024-04-10,240
C-0717,A-0717,T-0717,V-0161,2165201.01,2165201.01,2024-05-22,120
C-0718,A-0718,T-0718,V-0119,3506006.4,3506006.4,2025-01-13,240
C-0719,A-0719,T-0719,V-0177,3433021.84,3433021.84,2024-03-27,90
C-0720,A-0720,T-0720,V-0119,2944321.88,2944321.88,2025-08-20,180
C-0721,A-0721,T-0721,V-0161,2269369.44,2387008.25,2024-10-18,240
C-0722,A-0722,T-0722,V-0119,790626.81,790626.81,2024-11-03,120
C-0723,A-0723,T-0723,V-0102,11352174.71,11352174.71,2025-11-14,120
C-0724,A-0724,T-0724,V-S006,3485729.64,3485729.64,2025-10-27,180
C-0725,A-0725,T-0725,V-0119,1884151.1,1884151.1,2025-06-27,180
C-0726,A-0726,T-0726,V-0119,3950938.27,3950938.27,2026-07-10,90
C-0727,A-0727,T-0727,V-0030,6694538.83,6694538.83,2022-11-26,240
C-0728,A-0728,T-0728,V-0119,763257.01,763257.01,2023-12-01,90
C-0729,A-0729,T-0729,V-0090,3049886.0,3049886.0,2026-06-27,240
C-0730,A-0730,T-0730,V-0161,322601.51,322601.51,2023-12-17,240
C-0731,A-0731,T-0731,V-0102,13599267.27,13599267.27,2025-01-12,90
C-0732,A-0732,T-0732,V-0224,13773810.32,13773810.32,2023-10-19,240
C-0733,A-0733,T-0733,V-0180,524541.95,524541.95,2024-06-29,240
C-0734,A-0734,T-0734,V-0119,511380.7,586102.6,2025-08-26,90
C-0735,A-0735,T-0735,V-0119,1828695.1,1949527.48,2023-11-19,365
C-0736,A-0736,T-0736,V-0235,14026057.69,14026057.69,2022-11-23,180
C-0737,A-0737,T-0737,V-0102,2359537.45,2625805.54,2026-04-06,90
C-0738,A-0738,T-0738,V-0161,3699471.31,3699471.31,2024-10-04,240
C-0739,A-0739,T-0739,V-S005,3778725.28,3778725.28,2025-01-29,365
C-0740,A-0740,T-0740,V-0177,1646418.33,1646418.33,2024-07-18,90
C-0741,A-0741,T-0741,V-0235,9758794.6,9758794.6,2025-04-17,365
C-0742,A-0742,T-0742,V-0169,1810428.77,1810428.77,2023-01-03,240
C-0743,A-0743,T-0743,V-0135,25669814.46,25669814.46,2024-03-24,180
C-0744,A-0744,T-0744,V-0235,5053499.58,5053499.58,2024-07-05,240
C-0745,A-0745,T-0745,V-0099,4336814.17,4984406.49,2024-04-06,240
C-0746,A-0746,T-0746,V-0097,29476488.5,29476488.5,2023-03-22,365
C-0747,A-0747,T-0747,V-0016,3278635.38,3278635.38,2023-12-02,365
C-0748,A-0748,T-0748,V-0083,4382355.71,4382355.71,2025-05-20,240
C-0749,A-0749,T-0749,V-0085,1217186.91,1217186.91,2024-04-25,120
C-0750,A-0750,T-0750,V-S008,19360276.57,19360276.57,2024-10-11,120
C-0751,A-0751,T-0751,V-0019,48799334.74,51355848.11,2024-02-22,240
C-0752,A-0752,T-0752,V-0231,646287.83,646287.83,2024-10-08,365
C-0753,A-0753,T-0753,V-0082,5632008.72,6136744.12,2026-04-16,90
C-0754,A-0754,T-0754,V-0018,49715910.95,55080032.26,2023-05-18,120
C-0755,A-0755,T-0755,V-0099,3966475.86,3966475.86,2026-03-20,240
C-0756,A-0756,T-0756,V-S008,61611150.96,71844410.38,2025-03-06,120
C-0757,A-0757,T-0757,V-0207,4409549.31,4409549.31,2024-05-23,180
C-0758,A-0758,T-0758,V-0016,13715289.88,13715289.88,2025-06-04,180
C-0759,A-0759,T-0759,V-S008,6667138.94,6667138.94,2026-04-18,90
C-0760,A-0760,T-0760,V-0128,7541448.39,7541448.39,2026-02-04,180
C-0761,A-0761,T-0761,V-0192,1281214.38,1281214.38,2025-07-30,90
C-0762,A-0762,T-0762,V-0204,4674992.47,4674992.47,2023-03-28,90
C-0763,A-0763,T-0763,V-0082,2531875.83,2531875.83,2023-10-10,240
C-0764,A-0764,T-0764,V-0128,3889908.77,3889908.77,2025-07-07,240
C-0765,A-0765,T-0765,V-0200,44025967.79,49522958.28,2024-03-03,120
C-0766,A-0766,T-0766,V-0207,1783181.52,1783181.52,2025-12-24,90
C-0767,A-0767,T-0767,V-0083,12226361.73,12226361.73,2023-02-21,90
C-0768,A-0768,T-0768,V-0207,6194177.57,6194177.57,2023-03-08,365
C-0769,A-0769,T-0769,V-0207,6427636.24,6427636.24,2023-05-15,365
C-0770,A-0770,T-0770,V-0231,6503014.25,6503014.25,2025-05-10,120
C-0771,A-0771,T-0771,V-0026,2712554.09,2712554.09,2023-12-20,365
C-0772,A-0772,T-0772,V-0206,10619604.75,12433079.93,2023-05-10,90
C-0773,A-0773,T-0773,V-0026,2168984.96,2168984.96,2026-07-02,240
C-0774,A-0774,T-0774,V-0110,3195926.7,3626672.03,2022-12-14,120
C-0775,A-0775,T-0775,V-S010,4076415.46,4076415.46,2023-09-21,365
C-0776,A-0776,T-0776,V-0099,3222282.72,3222282.72,2026-01-21,240
C-0777,A-0777,T-0777,V-Y003,773610.31,773610.31,2024-10-18,180
C-0778,A-0778,T-0778,V-0029,3941564.39,3941564.39,2025-08-16,120
C-0779,A-0779,T-0779,V-0026,588595.15,588595.15,2025-09-11,240
C-0780,A-0780,T-0780,V-0098,3342136.14,3342136.14,2026-05-25,120
C-0781,A-0781,T-0781,V-0099,3071878.93,3071878.93,2023-08-01,180
C-0782,A-0782,T-0782,V-0080,3423219.46,3423219.46,2024-05-23,240
C-0783,A-0783,T-0783,V-0206,10502452.84,10502452.84,2023-12-23,90
C-0784,A-0784,T-0784,V-S004,3490166.72,3490166.72,2026-04-19,365
C-0785,A-0785,T-0785,V-0003,1519711.09,1519711.09,2024-09-04,90
C-0786,A-0786,T-0786,V-0029,6765425.2,6765425.2,2025-07-12,365
C-0787,A-0787,T-0787,V-0080,5425557.62,5425557.62,2023-07-09,180
C-0788,A-0788,T-0788,V-S005,3159173.02,3446704.93,2022-12-09,180
C-0789,A-0789,T-0789,V-0237,4705130.46,5522429.54,2022-11-10,240
C-0790,A-0790,T-0790,V-0138,5213636.2,5213636.2,2025-01-17,180
C-0791,A-0791,T-0791,V-0138,2525299.38,2525299.38,2024-03-24,180
C-0792,A-0792,T-0792,V-0111,8780648.84,8780648.84,2024-07-19,365
C-0793,A-0793,T-0793,V-0144,7938774.98,7938774.98,2024-01-11,180
C-0794,A-0794,T-0794,V-0224,6207419.15,6207419.15,2023-02-09,240
C-0795,A-0795,T-0795,V-0006,1928478.16,1928478.16,2025-11-29,180
C-0796,A-0796,T-0796,V-0005,3436304.38,3436304.38,2026-03-12,180
C-0797,A-0797,T-0797,V-S002,11052096.96,11052096.96,2025-12-03,90
C-0798,A-0798,T-0798,V-0006,779502.85,779502.85,2024-06-13,240
C-0799,A-0799,T-0799,V-0133,1216922.6,1216922.6,2024-08-18,120
C-0800,A-0800,T-0800,V-0227,1804670.99,1804670.99,2022-11-26,365
C-0801,A-0801,T-0801,V-S002,11190434.34,11765102.78,2024-01-17,90
C-0802,A-0802,T-0802,V-0133,2707773.94,2707773.94,2026-01-09,365
C-0803,A-0803,T-0803,V-0208,969409.68,969409.68,2023-09-25,240
C-0804,A-0804,T-0804,V-0184,2139109.55,2139109.55,2025-10-20,120
C-0805,A-0805,T-0805,V-0006,809558.76,809558.76,2025-04-12,90
C-0806,A-0806,T-0806,V-0133,3498083.97,3498083.97,2023-07-21,90
C-0807,A-0807,T-0807,V-0133,610849.44,610849.44,2024-06-28,240
C-0808,A-0808,T-0808,V-0144,10353207.7,10353207.7,2025-10-09,180
C-0809,A-0809,T-0809,V-0144,12710980.62,12710980.62,2024-10-05,180
C-0810,A-0810,T-0810,V-0120,3776985.81,3776985.81,2025-02-26,365
C-0811,A-0811,T-0811,V-0048,10063516.09,10063516.09,2025-05-14,90
C-0812,A-0812,T-0812,V-0227,802056.6,802056.6,2024-05-01,120
C-0813,A-0813,T-0813,V-0227,758395.9,758395.9,2026-02-08,120
C-0814,A-0814,T-0814,V-0154,10657141.51,10657141.51,2024-05-12,120
C-0815,A-0815,T-0815,V-0113,776668.12,776668.12,2023-06-02,365
C-0816,A-0816,T-0816,V-0196,7297326.82,7297326.82,2023-02-22,180
C-0817,A-0817,T-0817,V-0154,5709727.03,5709727.03,2024-09-06,120
C-0818,A-0818,T-0818,V-0225,8544334.21,8544334.21,2024-01-21,90
C-0819,A-0819,T-0819,V-0120,3007813.73,3458152.65,2025-06-14,365
C-0820,A-0820,T-0820,V-0092,7188930.2,7188930.2,2025-04-24,240
C-0821,A-0821,T-0821,V-0225,6696194.17,6696194.17,2025-10-18,90
C-0822,A-0822,T-0822,V-0092,5312705.96,5312705.96,2025-02-13,365
C-0823,A-0823,T-0823,V-0092,6442769.45,6442769.45,2023-11-04,120
C-0824,A-0824,T-0824,V-Y007,9552664.51,9552664.51,2024-12-04,180
C-0825,A-0825,T-0825,V-0154,8123366.45,8123366.45,2026-04-11,90
C-0826,A-0826,T-0826,V-0227,2498542.09,2841749.66,2025-12-14,90
C-0827,A-0827,T-0827,V-0120,3663278.57,3663278.57,2026-08-22,365
C-0828,A-0828,T-0828,V-0154,8185748.01,8185748.01,2023-12-08,120
C-0829,A-0829,T-0829,V-0152,3286343.87,3286343.87,2025-05-19,180
C-0830,A-0830,T-0830,V-Y008,3961777.92,4434446.51,2025-01-15,240
C-0831,A-0831,T-0831,V-0180,3171830.61,3171830.61,2024-06-29,180
C-0832,A-0832,T-0832,V-0154,6239037.64,6239037.64,2024-06-22,120
C-0833,A-0833,T-0833,V-0078,3963854.51,4513349.95,2025-08-27,240
C-0834,A-0834,T-0834,V-0172,4128730.55,4128730.55,2024-08-10,120
C-0835,A-0835,T-0835,V-0214,2643286.41,2643286.41,2026-01-23,90
C-0836,A-0836,T-0836,V-0190,9757669.69,9757669.69,2025-11-04,240
C-0837,A-0837,T-0837,V-0180,2898610.37,2898610.37,2023-06-04,120
C-0838,A-0838,T-0838,V-0190,6550380.42,6550380.42,2022-11-22,90
C-0839,A-0839,T-0839,V-0078,2804776.48,2804776.48,2025-03-26,180
C-0840,A-0840,T-0840,V-0111,5447343.44,6085610.52,2026-04-14,180
C-0841,A-0841,T-0841,V-0109,4037445.08,4680560.12,2024-09-02,90
C-0842,A-0842,T-0842,V-0087,4275543.97,4275543.97,2026-02-16,365
C-0843,A-0843,T-0843,V-0157,4623764.16,4623764.16,2025-06-10,120
C-0844,A-0844,T-0844,V-0092,3082020.38,3332710.92,2025-10-11,365
C-0845,A-0845,T-0845,V-0154,4966331.13,4966331.13,2024-10-21,180
C-0846,A-0846,T-0846,V-0218,15217874.9,15217874.9,2025-06-10,90
C-0847,A-0847,T-0847,V-0218,2779390.05,2779390.05,2026-08-06,90
C-0848,A-0848,T-0848,V-0218,8158512.19,8158512.19,2023-10-29,180
C-0849,A-0849,T-0849,V-0218,4480350.06,4480350.06,2024-04-12,365
C-0850,A-0850,T-0850,V-0218,6433645.32,6433645.32,2023-08-13,90
C-0851,A-0851,T-0851,V-0218,2601437.52,2601437.52,2023-10-13,365
C-0852,A-0852,T-0852,V-0218,5823319.39,5823319.39,2024-12-21,365
C-0853,A-0853,T-0853,V-0218,9768231.56,9768231.56,2025-07-28,90
C-0854,A-0854,T-0854,V-0218,2182320.55,2182320.55,2025-03-12,90
C-0855,A-0855,T-0855,V-0053,13514261.13,15986869.97,2025-11-22,120
C-0856,A-0856,T-0856,V-0053,11412390.27,14869810.32,2023-10-13,365
C-0857,A-0857,T-0857,V-0053,17089519.54,17089519.54,2026-01-08,365
C-0858,A-0858,T-0858,V-0053,16506674.2,16506674.2,2024-06-01,120
C-0859,A-0859,T-0859,V-0053,15290933.11,20792015.14,2026-01-19,180
C-0860,A-0860,T-0860,V-0053,9685666.43,9685666.43,2024-01-11,180
C-0861,A-0861,T-0861,V-0053,15341486.97,20734358.15,2026-08-13,365
C-0862,A-0862,T-0862,V-0053,15169736.59,20918966.63,2024-11-30,90
C-0863,A-0863,T-0863,V-0053,15493116.44,15493116.44,2025-08-05,240
C-0864,A-0864,T-0864,V-0053,12197855.78,17059648.36,2026-04-23,120
C-0865,A-0865,T-0865,V-0053,2223301.94,2680115.58,2024-07-22,240
C-0866,A-0866,T-0866,V-0235,5935443.45,5935443.45,2026-01-24,90
C-0867,A-0867,T-0867,V-0235,36212384.52,50156846.63,2025-05-01,90
C-0868,A-0868,T-0868,V-0235,30940755.05,30940755.05,2023-10-28,180
C-0869,A-0869,T-0869,V-0235,27728846.97,27728846.97,2024-06-29,90
C-0870,A-0870,T-0870,V-0235,24470142.09,30913340.17,2024-06-04,240
C-0871,A-0871,T-0871,V-0235,9627686.19,12772388.41,2023-09-15,90
C-0872,A-0872,T-0872,V-0235,16995083.34,16995083.34,2026-02-17,180
C-0873,A-0873,T-0873,V-0235,10589193.14,12563130.42,2024-02-14,120
C-0874,A-0874,T-0874,V-0235,36901319.16,36901319.16,2024-07-08,365
C-0875,A-0875,T-0875,V-0235,32761119.07,40160555.15,2024-06-06,180
C-0876,A-0876,T-0876,V-0235,27077923.18,27077923.18,2024-01-21,365
C-0877,A-0877,T-0877,V-0235,5347713.72,5347713.72,2026-02-18,120
C-0878,A-0878,T-0878,V-0029,3951509.47,4909214.37,2024-12-13,240
C-0879,A-0879,T-0879,V-0029,4130154.15,4130154.15,2023-12-19,180
C-0880,A-0880,T-0880,V-0029,3779403.54,3779403.54,2025-04-18,240
C-0881,A-0881,T-0881,V-0029,1007903.02,1204322.92,2023-12-18,120
C-0882,A-0882,T-0882,V-0029,2538234.3,3562709.91,2024-05-02,240
C-0883,A-0883,T-0883,V-0029,5546682.53,5546682.53,2026-01-19,90
C-0884,A-0884,T-0884,V-0029,6711646.26,6711646.26,2025-10-19,365
C-0885,A-0885,T-0885,V-0029,2599844.8,2599844.8,2026-02-18,180
C-0886,A-0886,T-0886,V-0029,2924113.89,2924113.89,2025-11-07,365
C-0887,A-0887,T-0887,V-0029,1584331.74,1584331.74,2024-01-06,240
C-0888,A-0888,T-0888,V-0204,29058419.56,29058419.56,2024-10-06,240
C-0889,A-0889,T-0889,V-0204,41505964.65,41505964.65,2025-03-23,180
C-0890,A-0890,T-0890,V-0204,8273555.99,8273555.99,2024-06-11,90
C-0891,A-0891,T-0891,V-0204,6732352.94,6732352.94,2023-11-07,90
C-0892,A-0892,T-0892,V-0204,21395045.12,21395045.12,2025-08-09,90
C-0893,A-0893,T-0893,V-0204,28590971.37,28590971.37,2025-05-15,240
C-0894,A-0894,T-0894,V-0204,22202118.56,22202118.56,2025-12-29,240
C-0895,A-0895,T-0895,V-0204,25497673.56,25497673.56,2025-08-03,120
C-0896,A-0896,T-0896,V-0123,1329530.01,1687615.82,2025-03-25,240
C-0897,A-0897,T-0897,V-0093,5347227.32,7198995.6,2024-08-17,240
C-0898,A-0898,T-0898,V-0155,1583643.75,1583643.75,2023-12-24,180
C-0899,A-0899,T-0899,V-0061,11307928.91,11307928.91,2026-01-14,90
C-0900,A-0900,T-0900,V-0123,1410972.05,1410972.05,2024-12-01,180
C-0901,A-0901,T-0901,V-0093,5395083.08,6819378.75,2025-11-29,240
C-0902,A-0902,T-0902,V-0155,7073341.94,8749082.01,2025-03-09,180
C-0903,A-0903,T-0903,V-0061,10408390.43,10408390.43,2023-09-20,365
C-0904,A-0904,T-0904,V-0123,6631456.15,6631456.15,2024-01-28,120
C-0905,A-0905,T-0905,V-0093,11335007.85,11335007.85,2025-11-13,365
C-0906,A-0906,T-0906,V-0155,1284276.86,1284276.86,2026-09-12,180
C-0907,A-0907,T-0907,V-0073,3941045.45,4721588.05,2025-10-25,180
C-0908,A-0908,T-0908,V-0208,5781652.12,7053582.23,2024-01-17,240
C-0909,A-0909,T-0909,V-0211,1320543.5,1320543.5,2023-05-07,120
C-0910,A-0910,T-0910,V-0144,4969530.56,6813526.32,2024-06-20,240
C-0911,A-0911,T-0911,V-0111,6435829.62,6435829.62,2026-05-08,180
C-0912,A-0912,T-0912,V-0073,1078613.44,1078613.44,2024-12-08,180
C-0913,A-0913,T-0913,V-0208,5141888.64,5141888.64,2024-01-31,365
C-0914,A-0914,T-0914,V-0211,4641783.26,6203002.8,2026-08-21,180
C-0915,A-0915,T-0915,V-0144,3933673.15,5102905.64,2025-10-16,240
C-0916,A-0916,T-0916,V-0111,4025096.99,5248281.77,2023-10-11,180
C-0917,A-0917,T-0917,V-0073,3102533.77,3102533.77,2023-11-28,365
C-0918,A-0918,T-0918,V-0208,6555176.05,6555176.05,2024-03-13,90
C-0919,A-0919,T-0919,V-0181,2248255.76,2385327.99,2024-06-25,90
C-0920,A-0920,T-0920,V-0181,1139151.76,1330631.42,2024-09-02,120
C-0921,A-0921,T-0921,V-0181,3093364.23,3093364.23,2023-05-20,180
C-0922,A-0922,T-0922,V-0181,4163327.31,4163327.31,2023-07-09,180
C-0923,A-0923,T-0923,V-0231,2540657.56,2540657.56,2024-06-14,240
C-0924,A-0924,T-0924,V-0026,2407737.16,2407737.16,2025-08-06,120
C-0925,A-0925,T-0925,V-0181,2463140.36,2463140.36,2024-09-30,365
C-0926,A-0926,T-0926,V-0181,874804.31,922038.6,2024-11-19,240
C-0927,A-0927,T-0927,V-0003,4797350.96,4797350.96,2024-12-01,90
C-0928,A-0928,T-0928,V-0026,2049237.74,2049237.74,2026-04-13,365
C-0929,A-0929,T-0929,V-0181,1669946.59,1669946.59,2025-03-01,240
C-0930,A-0930,T-0930,V-0026,2359690.37,2359690.37,2023-10-15,120
C-0931,A-0931,T-0931,V-0231,953228.45,953228.45,2024-09-30,365
C-0932,A-0932,T-0932,V-0231,1532085.99,1747774.85,2025-11-01,365
C-0933,A-0933,T-0933,V-0231,951005.47,1116493.59,2024-05-25,240
C-0934,A-0934,T-0934,V-0181,854252.04,854252.04,2026-05-31,180
C-0935,A-0935,T-0935,V-0231,1045202.8,1045202.8,2026-02-17,240
C-0936,A-0936,T-0936,V-0231,460063.53,541373.74,2025-01-04,120
C-0937,A-0937,T-0937,V-S007,9074691.54,9074691.54,2025-07-05,90
C-0938,A-0938,T-0938,V-S007,8459297.59,8459297.59,2025-03-12,90
C-0939,A-0939,T-0939,V-S008,3461482.24,3796873.12,2025-06-06,365
C-0940,A-0940,T-0940,V-S008,5276751.13,5276751.13,2026-01-03,365
C-0941,A-0941,T-0941,V-S008,4958759.1,4958759.1,2025-06-11,90
C-0942,A-0942,T-0942,V-Y001,246205.51,246205.51,2026-06-07,365
C-0943,A-0943,T-0943,V-Y001,284890.33,284890.33,2026-04-24,365
C-0944,A-0944,T-0944,V-Y002,25286.33,25286.33,2026-07-21,365
C-0945,A-0945,T-0945,V-Y002,49790.52,49790.52,2025-12-21,120
C-0946,A-0946,T-0946,V-Y004,8945029.99,8945029.99,2025-11-10,120
C-0947,A-0947,T-0947,V-Y004,5410204.71,5410204.71,2026-04-09,240
C-0948,A-0948,T-0948,V-Y004,10649095.79,10649095.79,2026-09-08,240
C-0949,A-0949,T-0949,V-Y005,743248.83,743248.83,2026-05-29,180
C-0950,A-0950,T-0950,V-Y006,3376674.63,3376674.63,2026-03-04,120
C-0951,A-0951,T-0951,V-Y006,3125754.71,3125754.71,2026-07-27,120
C-0952,A-0952,T-0952,V-Y006,4161386.1,4161386.1,2025-11-14,240
C-0953,A-0953,T-0953,V-Y008,42400238.24,42400238.24,2026-05-02,365
C-0954,A-0954,T-0954,V-Y008,31851991.0,31851991.0,2026-05-09,120
C-0955,A-0955,T-0955,V-SPV01,2824546.28,2824546.28,2026-02-27,240
C-0956,A-0956,T-0956,V-SPV01,1640626.53,1640626.53,2025-08-13,365
C-0957,A-0957,T-0957,V-0128,1367610.46,1367610.46,2026-04-04,120
C-0958,A-0958,T-0958,V-0128,1376751.35,1487393.64,2026-05-11,240
C-0959,A-0959,T-0959,V-0128,1593756.11,1593756.11,2026-04-30,120
C-0960,A-0960,T-0960,V-0128,1675577.21,1675577.21,2026-06-03,120
C-0961,A-0961,T-0961,V-0075,2064087.62,2064087.62,2024-09-08,180
C-0962,A-0962,T-0962,V-0075,1952615.48,1952615.48,2024-09-16,365
C-0963,A-0963,T-0963,V-0075,1859835.73,1859835.73,2024-09-07,180
C-0964,A-0964,T-0964,V-0075,2195455.92,2195455.92,2024-10-29,365
C-0965,A-0965,T-0965,V-0075,1900000.58,1900000.58,2024-10-03,365
C-0966,A-0966,T-0966,V-0005,4547828.3,4547828.3,2025-05-11,365
C-0967,A-0967,T-0967,V-0005,3893295.46,3893295.46,2025-06-02,365
C-0968,A-0968,T-0968,V-0005,3740776.39,3740776.39,2025-07-18,90
C-0969,A-0969,T-0969,V-0005,3733463.61,3733463.61,2025-08-03,120
C-0970,A-0970,T-0970,V-0005,4373432.29,4373432.29,2025-07-05,90
C-0971,A-0971,T-0971,V-0155,1025695.19,1025695.19,2025-10-07,120
C-0972,A-0972,T-0972,V-0155,1082659.01,1082659.01,2025-10-28,90
C-0973,A-0973,T-0973,V-0155,1051254.35,1143636.05,2025-11-03,365
C-0974,A-0974,T-0974,V-0155,991909.91,991909.91,2025-11-25,365
C-0975,A-0975,T-0975,V-0155,929792.78,929792.78,2025-10-21,90
C-0976,A-0976,T-0976,V-0038,5326919.41,5326919.41,2022-12-18,180
C-0977,A-0977,T-0977,V-0038,8021162.3,8021162.3,2023-11-27,180
C-0978,A-0978,T-0978,V-0038,1903823.65,1903823.65,2024-11-27,180
C-0979,A-0979,T-0979,V-0038,1902594.2,1902594.2,2025-11-01,180
C-0980,A-0980,T-0980,V-0028,24065698.84,26409493.78,2025-10-21,90
C-0981,A-0981,T-0981,V-S010,12752948.84,12752948.84,2025-10-03,120
C-0982,A-0982,T-0982,V-0026,21080563.49,21080563.49,2025-11-01,180
C-0983,A-0983,T-0983,V-0138,92372451.69,92372451.69,2025-09-30,365
C-0984,A-0984,T-0984,V-0217,3181803.4,3181803.4,2024-12-09,180
C-0985,A-0985,T-0985,V-0217,23757756.98,26060287.88,2025-05-24,365
C-0986,A-0986,T-0986,V-0217,14066836.74,14066836.74,2025-02-27,365
C-0987,A-0987,T-0987,V-0217,26623063.14,26623063.14,2025-09-21,240
C-0988,A-0988,T-0988,V-0217,6673882.85,6673882.85,2024-10-15,365
C-0989,A-0989,T-0989,V-0217,5774481.08,5774481.08,2026-09-17,120
C-0990,A-0990,T-0990,V-0140,10699390.21,10699390.21,2024-04-06,365
C-0991,A-0991,T-0991,V-0069,1093940.68,1183909.11,2024-09-08,120
C-0992,A-0992,T-0992,V-0219,15519578.56,15519578.56,2025-04-21,180
C-0993,A-0993,T-0993,V-0099,5114214.79,5114214.79,2024-08-26,240
C-0994,A-0994,T-0994,V-0187,4682132.06,4682132.06,2026-06-25,180
C-0995,A-0995,T-0995,V-0119,807898.96,807898.96,2025-03-30,90
C-0996,A-0996,T-0996,V-0021,13008896.43,13008896.43,2024-11-17,365
C-0997,A-0997,T-0997,V-S004,2056908.35,2056908.35,2025-09-14,90
C-0998,A-0998,T-0998,V-0168,37578726.47,37578726.47,2023-11-13,365
C-0999,A-0999,T-0999,V-0181,3397279.25,3397279.25,2025-05-08,240
C-1000,A-1000,T-1000,V-0190,14368033.52,14368033.52,2025-01-17,180
C-1001,A-1001,T-1001,V-0072,56796738.55,56796738.55,2024-07-11,180
C-1002,A-1002,T-1002,V-0069,10599899.99,10599899.99,2024-05-20,90
C-1003,A-1003,T-1003,V-S005,2929739.4,2929739.4,2025-09-24,180
