award_id,ocid,tender_id,vendor_id,value,award_date
A-0664,ocds-pgraph-T-0664,T-0664,V-0001,46154602.06,2024-10-10
A-0665,ocds-pgraph-T-0665,T-0665,V-0080,3631770.54,2023-03-15
A-0666,ocds-pgraph-T-0666,T-0666,V-0001,16305233.64,2023-08-18
A-0667,ocds-pgraph-T-0667,T-0667,V-0138,2273783.6,2024-12-03
A-0668,ocds-pgraph-T-0668,T-0668,V-0164,579989.89,2023-05-31
A-0669,ocds-pgraph-T-0669,T-0669,V-0153,29039859.74,2025-03-22
A-0670,ocds-pgraph-T-0670,T-0670,V-0034,2012387.6,2024-11-13
A-0671,ocds-pgraph-T-0671,T-0671,V-0112,11264643.83,2023-05-25
A-0672,ocds-pgraph-T-0672,T-0672,V-0046,4915291.24,2024-02-13
A-0673,ocds-pgraph-T-0673,T-0673,V-0062,9380053.71,2023-06-25
A-0674,ocds-pgraph-T-0674,T-0674,V-0239,2951894.16,2025-11-24
A-0675,ocds-pgraph-T-0675,T-0675,V-0069,10193414.87,2024-02-03
A-0676,ocds-pgraph-T-0676,T-0676,V-0069,6247464.65,2023-08-07
A-0677,ocds-pgraph-T-0677,T-0677,V-0046,20739129.01,2026-06-15
A-0678,ocds-pgraph-T-0678,T-0678,V-0239,5532717.31,2025-06-10
A-0679,ocds-pgraph-T-0679,T-0679,V-0046,8754651.55,2025-06-13
A-0680,ocds-pgraph-T-0680,T-0680,V-0140,3304368.04,2025-11-05
A-0681,ocds-pgraph-T-0681,T-0681,V-0140,8867596.9,2024-10-08
A-0682,ocds-pgraph-T-0682,T-0682,V-0062,7377862.2,2026-02-21
A-0683,ocds-pgraph-T-0683,T-0683,V-0045,4544092.84,2023-08-01
A-0684,ocds-pgraph-T-0684,T-0684,V-0091,14557532.06,2025-05-23
A-0685,ocds-pgraph-T-0685,T-0685,V-0140,8406024.49,2024-01-22
A-0686,ocds-pgraph-T-0686,T-0686,V-Y004,27027735.5,2025-07-08
A-0687,ocds-pgraph-T-0687,T-0687,V-0062,7090419.38,2024-11-30
A-0688,ocds-pgraph-T-0688,T-0688,V-0034,17692667.25,2024-05-26
A-0689,ocds-pgraph-T-0689,T-0689,V-0239,9379910.84,2022-12-01
A-0690,ocds-pgraph-T-0690,T-0690,V-0239,8276876.65,2024-08-30
A-0691,ocds-pgraph-T-0691,T-0691,V-0034,20111398.11,2022-11-15
A-0692,ocds-pgraph-T-0692,T-0692,V-0091,29572436.31,2023-08-23
A-0693,ocds-pgraph-T-0693,T-0693,V-0062,2245366.58,2023-12-08
A-0694,ocds-pgraph-T-0694,T-0694,V-0112,5491243.41,2026-06-17
A-0695,ocds-pgraph-T-0695,T-0695,V-0140,5628506.81,2023-09-05
A-0696,ocds-pgraph-T-0696,T-0696,V-Y004,3483032.48,2024-06-03
A-0697,ocds-pgraph-T-0697,T-0697,V-0052,824942.89,2025-10-18
A-0698,ocds-pgraph-T-0698,T-0698,V-0133,3127624.08,2023-08-05
A-0699,ocds-pgraph-T-0699,T-0699,V-S005,3327142.56,2025-04-23
A-0700,ocds-pgraph-T-0700,T-0700,V-0184,581882.07,2024-07-27
A-0701,ocds-pgraph-T-0701,T-0701,V-0156,2191561.23,2026-07-12
A-0702,ocds-pgraph-T-0702,T-0702,V-0079,1976216.51,2023-03-18
A-0703,ocds-pgraph-T-0703,T-0703,V-0184,517595.6,2024-09-25
A-0704,ocds-pgraph-T-0704,T-0704,V-0036,4196828.32,2024-04-17
A-0705,ocds-pgraph-T-0705,T-0705,V-0079,1677233.57,2024-12-26
A-0706,ocds-pgraph-T-0706,T-0706,V-0044,1664406.41,2025-02-28
A-0707,ocds-pgraph-T-0707,T-0707,V-0021,9658306.68,2023-11-25
A-0708,ocds-pgraph-T-0708,T-0708,V-0022,6282720.72,2023-05-01
A-0709,ocds-pgraph-T-0709,T-0709,V-0197,5726589.04,2023-11-09
A-0710,ocds-pgraph-T-0710,T-0710,V-0005,2020633.01,2024-09-15
A-0711,ocds-pgraph-T-0711,T-0711,V-0021,4668300.52,2024-08-13
A-0712,ocds-pgraph-T-0712,T-0712,V-0005,785956.01,2026-01-12
A-0713,ocds-pgraph-T-0713,T-0713,V-0026,495998.61,2025-04-28
A-0714,ocds-pgraph-T-0714,T-0714,V-0102,2355707.89,2023-11-08
A-0715,ocds-pgraph-T-0715,T-0715,V-0102,6034950.15,2023-07-11
A-0716,ocds-pgraph-T-0716,T-0716,V-0102,2906278.63,2024-03-11
A-0717,ocds-pgraph-T-0717,T-0717,V-0161,2165201.01,2024-04-20
A-0718,ocds-pgraph-T-0718,T-0718,V-0119,3506006.4,2025-01-01
A-0719,ocds-pgraph-T-0719,T-0719,V-0177,3433021.84,2024-03-15
A-0720,ocds-pgraph-T-0720,T-0720,V-0119,2944321.88,2025-08-11
A-0721,ocds-pgraph-T-0721,T-0721,V-0161,2269369.44,2024-09-11
A-0722,ocds-pgraph-T-0722,T-0722,V-0119,790626.81,2024-09-28
A-0723,ocds-pgraph-T-0723,T-0723,V-0102,11352174.71,2025-11-07
A-0724,ocds-pgraph-T-0724,T-0724,V-S006,3485729.64,2025-09-18
A-0725,ocds-pgraph-T-0725,T-0725,V-0119,1884151.1,2025-06-22
A-0726,ocds-pgraph-T-0726,T-0726,V-0119,3950938.27,2026-06-11
A-0727,ocds-pgraph-T-0727,T-0727,V-0030,6694538.83,2022-11-01
A-0728,ocds-pgraph-T-0728,T-0728,V-0119,763257.01,2023-10-26
A-0729,ocds-pgraph-T-0729,T-0729,V-0090,3049886.0,2026-06-09
A-0730,ocds-pgraph-T-0730,T-0730,V-0161,322601.51,2023-11-19
A-0731,ocds-pgraph-T-0731,T-0731,V-0102,13599267.27,2024-12-29
A-0732,ocds-pgraph-T-0732,T-0732,V-0224,13773810.32,2023-09-30
A-0733,ocds-pgraph-T-0733,T-0733,V-0180,524541.95,2024-06-24
A-0734,ocds-pgraph-T-0734,T-0734,V-0119,511380.7,2025-08-19
A-0735,ocds-pgraph-T-0735,T-0735,V-0119,1828695.1,2023-11-10
A-0736,ocds-pgraph-T-0736,T-0736,V-0235,14026057.69,2022-10-26
A-0737,ocds-pgraph-T-0737,T-0737,V-0102,2359537.45,2026-03-24
A-0738,ocds-pgraph-T-0738,T-0738,V-0161,3699471.31,2024-09-26
A-0739,ocds-pgraph-T-0739,T-0739,V-S005,3778725.28,2024-12-31
A-0740,ocds-pgraph-T-0740,T-0740,V-0177,1646418.33,2024-06-18
A-0741,ocds-pgraph-T-0741,T-0741,V-0235,9758794.6,2025-03-11
A-0742,ocds-pgraph-T-0742,T-0742,V-0169,1810428.77,2022-12-29
A-0743,ocds-pgraph-T-0743,T-0743,V-0135,25669814.46,2024-02-16
A-0744,ocds-pgraph-T-0744,T-0744,V-0235,5053499.58,2024-06-13
A-0745,ocds-pgraph-T-0745,T-0745,V-0099,4336814.17,2024-03-10
A-0746,ocds-pgraph-T-0746,T-0746,V-0097,29476488.5,2023-03-17
A-0747,ocds-pgraph-T-0747,T-0747,V-0016,3278635.38,2023-11-10
A-0748,ocds-pgraph-T-0748,T-0748,V-0083,4382355.71,2025-05-09
A-0749,ocds-pgraph-T-0749,T-0749,V-0085,1217186.91,2024-03-30
A-0750,ocds-pgraph-T-0750,T-0750,V-S008,19360276.57,2024-09-26
A-0751,ocds-pgraph-T-0751,T-0751,V-0019,48799334.74,2024-01-29
A-0752,ocds-pgraph-T-0752,T-0752,V-0231,646287.83,2024-09-25
A-0753,ocds-pgraph-T-0753,T-0753,V-0082,5632008.72,2026-03-29
A-0754,ocds-pgraph-T-0754,T-0754,V-0018,49715910.95,2023-04-28
A-0755,ocds-pgraph-T-0755,T-0755,V-0099,3966475.86,2026-03-04
A-0756,ocds-pgraph-T-0756,T-0756,V-S008,61611150.96,2025-02-03
A-0757,ocds-pgraph-T-0757,T-0757,V-0207,4409549.31,2024-05-06
A-0758,ocds-pgraph-T-0758,T-0758,V-0016,13715289.88,2025-05-21
A-0759,ocds-pgraph-T-0759,T-0759,V-S008,6667138.94,2026-04-04
A-0760,ocds-pgraph-T-0760,T-0760,V-0128,7541448.39,2026-01-03
A-0761,ocds-pgraph-T-0761,T-0761,V-0192,1281214.38,2025-07-14
A-0762,ocds-pgraph-T-0762,T-0762,V-0204,4674992.47,2023-03-01
A-0763,ocds-pgraph-T-0763,T-0763,V-0082,2531875.83,2023-09-09
A-0764,ocds-pgraph-T-0764,T-0764,V-0128,3889908.77,2025-06-02
A-0765,ocds-pgraph-T-0765,T-0765,V-0200,44025967.79,2024-02-05
A-0766,ocds-pgraph-T-0766,T-0766,V-0207,1783181.52,2025-12-13
A-0767,ocds-pgraph-T-0767,T-0767,V-0083,12226361.73,2023-02-16
A-0768,ocds-pgraph-T-0768,T-0768,V-0207,6194177.57,2023-02-02
A-0769,ocds-pgraph-T-0769,T-0769,V-0207,6427636.24,2023-04-22
A-0770,ocds-pgraph-T-0770,T-0770,V-0231,6503014.25,2025-04-08
A-0771,ocds-pgraph-T-0771,T-0771,V-0026,2712554.09,2023-12-08
A-0772,ocds-pgraph-T-0772,T-0772,V-0206,10619604.75,2023-04-11
A-0773,ocds-pgraph-T-0773,T-0773,V-0026,2168984.96,2026-06-08
A-0774,ocds-pgraph-T-0774,T-0774,V-0110,3195926.7,2022-11-10
A-0775,ocds-pgraph-T-0775,T-0775,V-S010,4076415.46,2023-09-09
A-0776,ocds-pgraph-T-0776,T-0776,V-0099,3222282.72,2026-01-02
A-0777,ocds-pgraph-T-0777,T-0777,V-Y003,773610.31,2024-09-19
A-0778,ocds-pgraph-T-0778,T-0778,V-0029,3941564.39,2025-08-07
A-0779,ocds-pgraph-T-0779,T-0779,V-0026,588595.15,2025-08-12
A-0780,ocds-pgraph-T-0780,T-0780,V-0098,3342136.14,2026-05-07
A-0781,ocds-pgraph-T-0781,T-0781,V-0099,3071878.93,2023-07-06
A-0782,ocds-pgraph-T-0782,T-0782,V-0080,3423219.46,2024-04-24
A-0783,ocds-pgraph-T-0783,T-0783,V-0206,10502452.84,2023-11-27
A-0784,ocds-pgraph-T-0784,T-0784,V-S004,3490166.72,2026-03-12
A-0785,ocds-pgraph-T-0785,T-0785,V-0003,1519711.09,2024-08-07
A-0786,ocds-pgraph-T-0786,T-0786,V-0029,6765425.2,2025-06-21
A-0787,ocds-pgraph-T-0787,T-0787,V-0080,5425557.62,2023-07-04
A-0788,ocds-pgraph-T-0788,T-0788,V-S005,3159173.02,2022-11-14
A-0789,ocds-pgraph-T-0789,T-0789,V-0237,4705130.46,2022-10-30
A-0790,ocds-pgraph-T-0790,T-0790,V-0138,5213636.2,2024-12-18
A-0791,ocds-pgraph-T-0791,T-0791,V-0138,2525299.38,2024-02-15
A-0792,ocds-pgraph-T-0792,T-0792,V-0111,8780648.84,2024-06-21
A-0793,ocds-pgraph-T-0793,T-0793,V-0144,7938774.98,2024-01-04
A-0794,ocds-pgraph-T-0794,T-0794,V-0224,6207419.15,2023-01-03
A-0795,ocds-pgraph-T-0795,T-0795,V-0006,1928478.16,2025-10-20
A-0796,ocds-pgraph-T-0796,T-0796,V-0005,3436304.38,2026-02-24
A-0797,ocds-pgraph-T-0797,T-0797,V-S002,11052096.96,2025-11-06
A-0798,ocds-pgraph-T-0798,T-0798,V-0006,779502.85,2024-05-07
A-0799,ocds-pgraph-T-0799,T-0799,V-0133,1216922.6,2024-08-04
A-0800,ocds-pgraph-T-0800,T-0800,V-0227,1804670.99,2022-11-13
A-0801,ocds-pgraph-T-0801,T-0801,V-S002,11190434.34,2023-12-14
A-0802,ocds-pgraph-T-0802,T-0802,V-0133,2707773.94,2025-12-03
A-0803,ocds-pgraph-T-0803,T-0803,V-0208,969409.68,2023-09-14
A-0804,ocds-pgraph-T-0804,T-0804,V-0184,2139109.55,2025-09-17
A-0805,ocds-pgraph-T-0805,T-0805,V-0006,809558.76,2025-03-07
A-0806,ocds-pgraph-T-0806,T-0806,V-0133,3498083.97,2023-07-06
A-0807,ocds-pgraph-T-0807,T-0807,V-0133,610849.44,2024-05-19
A-0808,ocds-pgraph-T-0808,T-0808,V-0144,10353207.7,2025-09-04
A-0809,ocds-pgraph-T-0809,T-0809,V-0144,12710980.62,2024-09-09
A-0810,ocds-pgraph-T-0810,T-0810,V-0120,3776985.81,2025-01-18
A-0811,ocds-pgraph-T-0811,T-0811,V-0048,10063516.09,2025-04-26
A-0812,ocds-pgraph-T-0812,T-0812,V-0227,802056.6,2024-03-26
A-0813,ocds-pgraph-T-0813,T-0813,V-0227,758395.9,2026-02-01
A-0814,ocds-pgraph-T-0814,T-0814,V-0154,10657141.51,2024-04-20
A-0815,ocds-pgraph-T-0815,T-0815,V-0113,776668.12,2023-05-14
A-0816,ocds-pgraph-T-0816,T-0816,V-0196,7297326.82,2023-01-24
A-0817,ocds-pgraph-T-0817,T-0817,V-0154,5709727.03,2024-07-29
A-0818,ocds-pgraph-T-0818,T-0818,V-0225,8544334.21,2023-12-30
A-0819,ocds-pgraph-T-0819,T-0819,V-0120,3007813.73,2025-06-01
A-0820,ocds-pgraph-T-0820,T-0820,V-0092,7188930.2,2025-04-05
A-0821,ocds-pgraph-T-0821,T-0821,V-0225,6696194.17,2025-09-25
A-0822,ocds-pgraph-T-0822,T-0822,V-0092,5312705.96,2025-01-10
A-0823,ocds-pgraph-T-0823,T-0823,V-0092,6442769.45,2023-10-30
A-0824,ocds-pgraph-T-0824,T-0824,V-Y007,9552664.51,2024-11-10
A-0825,ocds-pgraph-T-0825,T-0825,V-0154,8123366.45,2026-03-21
A-0826,ocds-pgraph-T-0826,T-0826,V-0227,2498542.09,2025-11-18
A-0827,ocds-pgraph-T-0827,T-0827,V-0120,3663278.57,2026-08-09
A-0828,ocds-pgraph-T-0828,T-0828,V-0154,8185748.01,2023-11-29
A-0829,ocds-pgraph-T-0829,T-0829,V-0152,3286343.87,2025-04-23
A-0830,ocds-pgraph-T-0830,T-0830,V-Y008,3961777.92,2024-12-25
A-0831,ocds-pgraph-T-0831,T-0831,V-0180,3171830.61,2024-05-22
A-0832,ocds-pgraph-T-0832,T-0832,V-0154,6239037.64,2024-06-12
A-0833,ocds-pgraph-T-0833,T-0833,V-0078,3963854.51,2025-07-19
A-0834,ocds-pgraph-T-0834,T-0834,V-0172,4128730.55,2024-07-28
A-0835,ocds-pgraph-T-0835,T-0835,V-0214,2643286.41,2026-01-17
A-0836,ocds-pgraph-T-0836,T-0836,V-0190,9757669.69,2025-10-07
A-0837,ocds-pgraph-T-0837,T-0837,V-0180,2898610.37,2023-05-02
A-0838,ocds-pgraph-T-0838,T-0838,V-0190,6550380.42,2022-10-30
A-0839,ocds-pgraph-T-0839,T-0839,V-0078,2804776.48,2025-03-11
A-0840,ocds-pgraph-T-0840,T-0840,V-0111,5447343.44,2026-03-20
A-0841,ocds-pgraph-T-0841,T-0841,V-0109,4037445.08,2024-08-12
A-0842,ocds-pgraph-T-0842,T-0842,V-0087,4275543.97,2026-01-24
A-0843,ocds-pgraph-T-0843,T-0843,V-0157,4623764.16,2025-05-13
A-0844,ocds-pgraph-T-0844,T-0844,V-0092,3082020.38,2025-10-06
A-0845,ocds-pgraph-T-0845,T-0845,V-0154,4966331.13,2024-09-22
A-0846,ocds-pgraph-T-0846,T-0846,V-0218,15217874.9,2025-05-17
A-0847,ocds-pgraph-T-0847,T-0847,V-0218,2779390.05,2026-07-23
A-0848,ocds-pgraph-T-0848,T-0848,V-0218,8158512.19,2023-10-11
A-0849,ocds-pgraph-T-0849,T-0849,V-0218,4480350.06,2024-04-05
A-0850,ocds-pgraph-T-0850,T-0850,V-0218,6433645.32,2023-07-20
A-0851,ocds-pgraph-T-0851,T-0851,V-0218,2601437.52,2023-09-28
A-0852,ocds-pgraph-T-0852,T-0852,V-0218,5823319.39,2024-11-24
A-0853,ocds-pgraph-T-0853,T-0853,V-0218,9768231.56,2025-07-18
A-0854,ocds-pgraph-T-0854,T-0854,V-0218,2182320.55,2025-02-12
A-0855,ocds-pgraph-T-0855,T-0855,V-0053,13514261.13,2025-10-23
A-0856,ocds-pgraph-T-0856,T-0856,V-0053,11412390.27,2023-09-19
A-0857,ocds-pgraph-T-0857,T-0857,V-0053,17089519.54,2025-12-05
A-0858,ocds-pgraph-T-0858,T-0858,V-0053,16506674.2,2024-05-15
A-0859,ocds-pgraph-T-0859,T-0859,V-0053,15290933.11,2026-01-02
A-0860,ocds-pgraph-T-0860,T-0860,V-0053,9685666.43,2023-12-18
A-0861,ocds-pgraph-T-0861,T-0861,V-0053,15341486.97,2026-07-16
A-0862,ocds-pgraph-T-0862,T-0862,V-0053,15169736.59,2024-11-25
A-0863,ocds-pgraph-T-0863,T-0863,V-0053,15493116.44,2025-07-08
A-0864,ocds-pgraph-T-0864,T-0864,V-0053,12197855.78,2026-04-05
A-0865,ocds-pgraph-T-0865,T-0865,V-0053,2223301.94,2024-07-11
A-0866,ocds-pgraph-T-0866,T-0866,V-0235,5935443.45,2026-01-15
A-0867,ocds-pgraph-T-0867,T-0867,V-0235,36212384.52,2025-04-06
A-0868,ocds-pgraph-T-0868,T-0868,V-0235,30940755.05,2023-10-12
A-0869,ocds-pgraph-T-0869,T-0869,V-0235,27728846.97,2024-06-09
A-0870,ocds-pgraph-T-0870,T-0870,V-0235,24470142.09,2024-05-30
A-0871,ocds-pgraph-T-0871,T-0871,V-0235,9627686.19,2023-08-20
A-0872,ocds-pgraph-T-0872,T-0872,V-0235,16995083.34,2026-01-24
A-0873,ocds-pgraph-T-0873,T-0873,V-0235,10589193.14,2024-01-15
A-0874,ocds-pgraph-T-0874,T-0874,V-0235,36901319.16,2024-06-19
A-0875,ocds-pgraph-T-0875,T-0875,V-0235,32761119.07,2024-05-23
A-0876,ocds-pgraph-T-0876,T-0876,V-0235,27077923.18,2023-12-27
A-0877,ocds-pgraph-T-0877,T-0877,V-0235,5347713.72,2026-01-23
A-0878,ocds-pgraph-T-0878,T-0878,V-0029,3951509.47,2024-11-21
A-0879,ocds-pgraph-T-0879,T-0879,V-0029,4130154.15,2023-11-22
A-0880,ocds-pgraph-T-0880,T-0880,V-0029,3779403.54,2025-04-06
A-0881,ocds-pgraph-T-0881,T-0881,V-0029,1007903.02,2023-11-23
A-0882,ocds-pgraph-T-0882,T-0882,V-0029,2538234.3,2024-04-03
A-0883,ocds-pgraph-T-0883,T-0883,V-0029,5546682.53,2025-12-19
A-0884,ocds-pgraph-T-0884,T-0884,V-0029,6711646.26,2025-10-07
A-0885,ocds-pgraph-T-0885,T-0885,V-0029,2599844.8,2026-01-22
A-0886,ocds-pgraph-T-0886,T-0886,V-0029,2924113.89,2025-10-30
A-0887,ocds-pgraph-T-0887,T-0887,V-0029,1584331.74,2023-12-15
A-0888,ocds-pgraph-T-0888,T-0888,V-0204,29058419.56,2024-10-01
A-0889,ocds-pgraph-T-0889,T-0889,V-0204,41505964.65,2025-03-10
A-0890,ocds-pgraph-T-0890,T-0890,V-0204,8273555.99,2024-06-02
A-0891,ocds-pgraph-T-0891,T-0891,V-0204,6732352.94,2023-10-08
A-0892,ocds-pgraph-T-0892,T-0892,V-0204,21395045.12,2025-07-21
A-0893,ocds-pgraph-T-0893,T-0893,V-0204,28590971.37,2025-04-09
A-0894,ocds-pgraph-T-0894,T-0894,V-0204,22202118.56,2025-12-24
A-0895,ocds-pgraph-T-0895,T-0895,V-0204,25497673.56,2025-07-14
A-0896,ocds-pgraph-T-0896,T-0896,V-0123,1329530.01,2025-02-13
A-0897,ocds-pgraph-T-0897,T-0897,V-0093,5347227.32,2024-07-15
A-0898,ocds-pgraph-T-0898,T-0898,V-0155,1583643.75,2023-12-02
A-0899,ocds-pgraph-T-0899,T-0899,V-0061,11307928.91,2025-12-05
A-0900,ocds-pgraph-T-0900,T-0900,V-0123,1410972.05,2024-11-07
A-0901,ocds-pgraph-T-0901,T-0901,V-0093,5395083.08,2025-10-29
A-0902,ocds-pgraph-T-0902,T-0902,V-0155,7073341.94,2025-03-01
A-0903,ocds-pgraph-T-0903,T-0903,V-0061,10408390.43,2023-09-03
A-0904,ocds-pgraph-T-0904,T-0904,V-0123,6631456.15,2024-01-11
A-0905,ocds-pgraph-T-0905,T-0905,V-0093,11335007.85,2025-10-30
A-0906,ocds-pgraph-T-0906,T-0906,V-0155,1284276.86,2026-08-22
A-0907,ocds-pgraph-T-0907,T-0907,V-0073,3941045.45,2025-10-17
A-0908,ocds-pgraph-T-0908,T-0908,V-0208,5781652.12,2023-12-13
A-0909,ocds-pgraph-T-0909,T-0909,V-0211,1320543.5,2023-04-13
A-0910,ocds-pgraph-T-0910,T-0910,V-0144,4969530.56,2024-06-12
A-0911,ocds-pgraph-T-0911,T-0911,V-0111,6435829.62,2026-04-16
A-0912,ocds-pgraph-T-0912,T-0912,V-0073,1078613.44,2024-11-15
A-0913,ocds-pgraph-T-0913,T-0913,V-0208,5141888.64,2024-01-26
A-0914,ocds-pgraph-T-0914,T-0914,V-0211,4641783.26,2026-07-15
A-0915,ocds-pgraph-T-0915,T-0915,V-0144,3933673.15,2025-10-02
A-0916,ocds-pgraph-T-0916,T-0916,V-0111,4025096.99,2023-09-05
A-0917,ocds-pgraph-T-0917,T-0917,V-0073,3102533.77,2023-10-21
A-0918,ocds-pgraph-T-0918,T-0918,V-0208,6555176.05,2024-02-04
A-0919,ocds-pgraph-T-0919,T-0919,V-0181,2248255.76,2024-05-24
A-0920,ocds-pgraph-T-0920,T-0920,V-0181,1139151.76,2024-08-16
A-0921,ocds-pgraph-T-0921,T-0921,V-0181,3093364.23,2023-05-08
A-0922,ocds-pgraph-T-0922,T-0922,V-0181,4163327.31,2023-06-09
A-0923,ocds-pgraph-T-0923,T-0923,V-0231,2540657.56,2024-06-06
A-0924,ocds-pgraph-T-0924,T-0924,V-0026,2407737.16,2025-07-02
A-0925,ocds-pgraph-T-0925,T-0925,V-0181,2463140.36,2024-08-24
A-0926,ocds-pgraph-T-0926,T-0926,V-0181,874804.31,2024-11-13
A-0927,ocds-pgraph-T-0927,T-0927,V-0003,4797350.96,2024-11-05
A-0928,ocds-pgraph-T-0928,T-0928,V-0026,2049237.74,2026-03-06
A-0929,ocds-pgraph-T-0929,T-0929,V-0181,1669946.59,2025-02-17
A-0930,ocds-pgraph-T-0930,T-0930,V-0026,2359690.37,2023-10-01
A-0931,ocds-pgraph-T-0931,T-0931,V-0231,953228.45,2024-08-27
A-0932,ocds-pgraph-T-0932,T-0932,V-0231,1532085.99,2025-09-25
A-0933,ocds-pgraph-T-0933,T-0933,V-0231,951005.47,2024-05-20
A-0934,ocds-pgraph-T-0934,T-0934,V-0181,854252.04,2026-05-12
A-0935,ocds-pgraph-T-0935,T-0935,V-0231,1045202.8,2026-02-03
A-0936,ocds-pgraph-T-0936,T-0936,V-0231,460063.53,2024-12-20
A-0937,ocds-pgraph-T-0937,T-0937,V-S007,9074691.54,2025-06-05
A-0938,ocds-pgraph-T-0938,T-0938,V-S007,8459297.59,2025-03-04
A-0939,ocds-pgraph-T-0939,T-0939,V-S008,3461482.24,2025-05-11
A-0940,ocds-pgraph-T-0940,T-0940,V-S008,5276751.13,2025-12-22
A-0941,ocds-pgraph-T-0941,T-0941,V-S008,4958759.1,2025-05-02
A-0942,ocds-pgraph-T-0942,T-0942,V-Y001,246205.51,2026-05-27
A-0943,ocds-pgraph-T-0943,T-0943,V-Y001,284890.33,2026-03-18
A-0944,ocds-pgraph-T-0944,T-0944,V-Y002,25286.33,2026-06-22
A-0945,ocds-pgraph-T-0945,T-0945,V-Y002,49790.52,2025-12-05
A-0946,ocds-pgraph-T-0946,T-0946,V-Y004,8945029.99,2025-11-05
A-0947,ocds-pgraph-T-0947,T-0947,V-Y004,5410204.71,2026-02-28
A-0948,ocds-pgraph-T-0948,T-0948,V-Y004,10649095.79,2026-08-19
A-0949,ocds-pgraph-T-0949,T-0949,V-Y005,743248.83,2026-05-24
A-0950,ocds-pgraph-T-0950,T-0950,V-Y006,3376674.63,2026-02-19
A-0951,ocds-pgraph-T-0951,T-0951,V-Y006,3125754.71,2026-07-18
A-0952,ocds-pgraph-T-0952,T-0952,V-Y006,4161386.1,2025-10-10
A-0953,ocds-pgraph-T-0953,T-0953,V-Y008,42400238.24,2026-04-16
A-0954,ocds-pgraph-T-0954,T-0954,V-Y008,31851991.0,2026-04-30
A-0955,ocds-pgraph-T-0955,T-0955,V-SPV01,2824546.28,2026-01-19
A-0956,ocds-pgraph-T-0956,T-0956,V-SPV01,1640626.53,2025-07-17
A-0957,ocds-pgraph-T-0957,T-0957,V-0128,1367610.46,2026-03-26
A-0958,ocds-pgraph-T-0958,T-0958,V-0128,1376751.35,2026-04-09
A-0959,ocds-pgraph-T-0959,T-0959,V-0128,1593756.11,2026-04-25
A-0960,ocds-pgraph-T-0960,T-0960,V-0128,1675577.21,2026-05-09
A-0961,ocds-pgraph-T-0961,T-0961,V-0075,2064087.62,2024-08-21
A-0962,ocds-pgraph-T-0962,T-0962,V-0075,1952615.48,2024-08-18
A-0963,ocds-pgraph-T-0963,T-0963,V-0075,1859835.73,2024-08-28
A-0964,ocds-pgraph-T-0964,T-0964,V-0075,2195455.92,2024-09-20
A-0965,ocds-pgraph-T-0965,T-0965,V-0075,1900000.58,2024-09-27
A-0966,ocds-pgraph-T-0966,T-0966,V-0005,4547828.3,2025-05-06
A-0967,ocds-pgraph-T-0967,T-0967,V-0005,3893295.46,2025-05-24
A-0968,ocds-pgraph-T-0968,T-0968,V-0005,3740776.39,2025-06-16
A-0969,ocds-pgraph-T-0969,T-0969,V-0005,3733463.61,2025-06-25
A-0970,ocds-pgraph-T-0970,T-0970,V-0005,4373432.29,2025-06-26
A-0971,ocds-pgraph-T-0971,T-0971,V-0155,1025695.19,2025-09-09
A-0972,ocds-pgraph-T-0972,T-0972,V-0155,1082659.01,2025-09-24
A-0973,ocds-pgraph-T-0973,T-0973,V-0155,1051254.35,2025-10-16
A-0974,ocds-pgraph-T-0974,T-0974,V-0155,991909.91,2025-11-02
A-0975,ocds-pgraph-T-0975,T-0975,V-0155,929792.78,2025-10-16
A-0976,ocds-pgraph-T-0976,T-0976,V-0038,5326919.41,2022-12-05
A-0977,ocds-pgraph-T-0977,T-0977,V-0038,8021162.3,2023-11-13
A-0978,ocds-pgraph-T-0978,T-0978,V-0038,1903823.65,2024-11-04
A-0979,ocds-pgraph-T-0979,T-0979,V-0038,1902594.2,2025-10-20
A-0980,ocds-pgraph-T-0980,T-0980,V-0028,24065698.84,2025-09-11
A-0981,ocds-pgraph-T-0981,T-0981,V-S010,12752948.84,2025-09-09
A-0982,ocds-pgraph-T-0982,T-0982,V-0026,21080563.49,2025-10-14
A-0983,ocds-pgraph-T-0983,T-0983,V-0138,92372451.69,2025-09-21
A-0984,ocds-pgraph-T-0984,T-0984,V-0217,3181803.4,2024-11-14
A-0985,ocds-pgraph-T-0985,T-0985,V-0217,23757756.98,2025-05-01
A-0986,ocds-pgraph-T-0986,T-0986,V-0217,14066836.74,2025-02-20
A-0987,ocds-pgraph-T-0987,T-0987,V-0217,26623063.14,2025-09-01
A-0988,ocds-pgraph-T-0988,T-0988,V-0217,6673882.85,2024-09-15
A-0989,ocds-pgraph-T-0989,T-0989,V-0217,5774481.08,2026-09-07
A-0990,ocds-pgraph-T-0990,T-0990,V-0140,10699390.21,2024-03-11
A-0991,ocds-pgraph-T-0991,T-0991,V-0069,1093940.68,2024-08-09
A-0992,ocds-pgraph-T-0992,T-0992,V-0219,15519578.56,2025-04-06
A-0993,ocds-pgraph-T-0993,T-0993,V-0099,5114214.79,2024-08-20
A-0994,ocds-pgraph-T-0994,T-0994,V-0187,4682132.06,2026-05-26
A-0995,ocds-pgraph-T-0995,T-0995,V-0119,807898.96,2025-03-18
A-0996,ocds-pgraph-T-0996,T-0996,V-0021,13008896.43,2024-10-17
