ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0542,T-0542,1,B-030,Borewell drilling - Balasore (Aug 2023),borewell_drilling,Borewell drilling,works,open,2023-08-26,10,528455.46,360,metre,360,metre,7,1,complete,A-0542,V-0227,485626.15,2023-10-06,0,0,,0,,competitive
ocds-pgraph-T-0543,T-0543,1,B-030,Solar street lighting - Balasore (Dec 2023),solar_streetlight,Solar street lighting,goods,open,2023-12-11,30,10619716.2,810,unit,810,unit,2,1,complete,A-0543,V-0087,8793359.65,2024-02-20,0,0,,0,,competitive
ocds-pgraph-T-0544,T-0544,1,B-030,Road resurfacing works - Balasore (Dec 2025),road_resurfacing,Road resurfacing works,works,open,2025-12-21,7,9596164.73,43287,sq.m,43287,sq.m,5,1,complete,A-0544,V-0217,7820890.37,2026-01-21,0,0,,0,,competitive
ocds-pgraph-T-0545,T-0545,1,B-030,Solar street lighting - Balasore (Jun 2023),solar_streetlight,Solar street lighting,goods,open,2023-06-06,30,1235645.23,101,unit,101,unit,4,1,complete,A-0545,V-0087,1100954.65,2023-07-27,0,0,,0,,competitive
ocds-pgraph-T-0546,T-0546,1,B-030,Road resurfacing works - Balasore (Mar 2024),road_resurfacing,Road resurfacing works,works,open,2024-03-24,7,9742550.33,53577,sq.m,53577,sq.m,5,1,complete,A-0546,V-0196,8761059.31,2024-04-23,0,0,,0,,competitive
ocds-pgraph-T-0547,T-0547,1,B-030,Road resurfacing works - Balasore (Apr 2025),road_resurfacing,Road resurfacing works,works,open,2025-04-05,21,11706209.49,58940,sq.m,58940,sq.m,5,1,complete,A-0547,V-0048,9892437.15,2025-06-04,0,0,,0,,competitive
ocds-pgraph-T-0548,T-0548,1,B-030,Road resurfacing works - Balasore (Jul 2024),road_resurfacing,Road resurfacing works,works,open,2024-07-23,30,7588074.24,39991,sq.m,39991,sq.m,3,1,complete,A-0548,V-0190,6359449.74,2024-09-05,0,0,,0,,competitive
ocds-pgraph-T-0549,T-0549,1,B-030,Road resurfacing works - Balasore (Jul 2026),road_resurfacing,Road resurfacing works,works,open,2026-07-17,21,10139023.64,46557,sq.m,46557,sq.m,3,1,complete,A-0549,V-0048,9290413.87,2026-09-07,0,0,,0,,competitive
ocds-pgraph-T-0550,T-0550,1,B-030,Solar street lighting - Balasore (Feb 2025),solar_streetlight,Solar street lighting,goods,open,2025-02-10,21,1969423.81,153,unit,153,unit,4,1,complete,A-0550,V-0154,1657015.85,2025-03-15,0,0,,0,,competitive
ocds-pgraph-T-0551,T-0551,1,B-030,Road resurfacing works - Balasore (Jun 2026),road_resurfacing,Road resurfacing works,works,open,2026-06-08,21,3447929.27,15956,sq.m,15956,sq.m,4,1,complete,A-0551,V-0057,2904957.85,2026-08-04,0,0,,0,,competitive
ocds-pgraph-T-0552,T-0552,1,B-030,Road resurfacing works - Balasore (Sep 2022),road_resurfacing,Road resurfacing works,works,open,2022-09-12,14,,47493,sq.m,47493,sq.m,7,1,complete,A-0552,V-0048,7777287.17,2022-11-04,0,0,,0,,competitive
ocds-pgraph-T-0553,T-0553,1,B-030,Road resurfacing works - Balasore (Nov 2024),road_resurfacing,Road resurfacing works,works,open,2024-11-06,14,4259607.75,22200,sq.m,22200,sq.m,5,1,complete,A-0553,V-Y002,3656199.93,2025-01-03,0,0,,0,,competitive
ocds-pgraph-T-0554,T-0554,1,B-030,Solar street lighting - Balasore (Oct 2022),solar_streetlight,Solar street lighting,goods,open,2022-10-28,10,3851827.45,296,unit,296,unit,5,1,complete,A-0554,V-0087,3131228.61,2022-11-24,0,0,,0,,competitive
ocds-pgraph-T-0555,T-0555,1,B-030,Solar street lighting - Balasore (Nov 2022),solar_streetlight,Solar street lighting,goods,open,2022-11-20,30,5343129.08,437,unit,437,unit,4,1,complete,A-0555,V-0092,4449488.85,2023-01-15,0,0,,0,,competitive
ocds-pgraph-T-0556,T-0556,1,B-030,Solar street lighting - Balasore (Feb 2023),solar_streetlight,Solar street lighting,goods,open,2023-02-20,21,4983312.15,396,unit,396,unit,3,1,complete,A-0556,V-0087,4330558.92,2023-04-11,0,0,,0,,competitive
ocds-pgraph-T-0557,T-0557,1,B-030,Road resurfacing works - Balasore (Feb 2025),road_resurfacing,Road resurfacing works,works,open,2025-02-17,10,3575111.16,18719,sq.m,18719,sq.m,2,1,complete,A-0557,V-0196,3168913.67,2025-03-28,0,0,,0,,competitive
ocds-pgraph-T-0558,T-0558,1,B-030,Solar street lighting - Balasore (Oct 2023),solar_streetlight,Solar street lighting,goods,open,2023-10-08,30,9789342.8,811,unit,811,unit,0,0,complete,A-0558,V-0154,8507326.97,2023-12-09,0,0,,0,,competitive
ocds-pgraph-T-0559,T-0559,1,B-030,Solar street lighting - Balasore (Feb 2023),solar_streetlight,Solar street lighting,goods,open,2023-02-12,14,8331949.21,670,unit,670,unit,5,1,complete,A-0559,V-0092,7944166.42,2023-03-22,0,0,,0,,competitive
ocds-pgraph-T-0560,T-0560,1,B-030,Borewell drilling - Balasore (Jul 2025),borewell_drilling,Borewell drilling,works,open,2025-07-13,14,2587689.82,1670,metre,1670,metre,3,1,complete,A-0560,V-0180,2300462.72,2025-09-06,0,0,,0,,competitive
ocds-pgraph-T-0561,T-0561,1,B-030,Solar street lighting - Balasore (Jan 2023),solar_streetlight,Solar street lighting,goods,open,2023-01-14,7,873747.35,74,unit,74,unit,1,1,complete,A-0561,V-0092,923105.58,2023-03-03,0,0,,0,,single
ocds-pgraph-T-0562,T-0562,1,B-017,Laptop and IT hardware supply - Bikaner (Jul 2023),laptops_it,Laptop and IT hardware supply,goods,open,2023-07-20,30,42703812.12,824,unit,824,unit,1,1,complete,A-0562,V-0101,45760268.7,2023-09-16,0,0,,0,,single
ocds-pgraph-T-0563,T-0563,1,B-017,Manned security services - Bikaner (Feb 2023),security_services,Manned security services,services,open,2023-02-06,21,,105,man-month,105,man-month,1,1,complete,A-0563,V-0189,2653151.76,2023-03-25,0,0,,0,,single
ocds-pgraph-T-0564,T-0564,1,B-017,Manned security services - Bikaner (Jun 2024),security_services,Manned security services,services,open,2024-06-17,30,11848817.82,488,man-month,488,man-month,5,1,complete,A-0564,V-0126,10046887.16,2024-08-29,0,0,,0,,competitive
ocds-pgraph-T-0565,T-0565,1,B-017,Manned security services - Bikaner (May 2024),security_services,Manned security services,services,open,2024-05-10,21,12440528.94,494,man-month,494,man-month,5,1,complete,A-0565,V-0126,9792022.34,2024-06-18,0,0,,0,,competitive
ocds-pgraph-T-0566,T-0566,1,B-017,Manned security services - Bikaner (Jun 2024),security_services,Manned security services,services,open,2024-06-05,30,4360377.33,174,man-month,174,man-month,3,1,complete,A-0566,V-0126,3913685.04,2024-07-26,0,0,,0,,competitive
ocds-pgraph-T-0567,T-0567,1,B-017,Laptop and IT hardware supply - Bikaner (Feb 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-02-16,14,28439080.33,504,unit,504,unit,7,1,complete,A-0567,V-0119,23391333.91,2025-03-26,0,0,,0,,competitive
ocds-pgraph-T-0568,T-0568,1,B-017,Laptop and IT hardware supply - Bikaner (Sep 2023),laptops_it,Laptop and IT hardware supply,goods,open,2023-09-23,14,28208179.73,543,unit,543,unit,2,1,complete,A-0568,V-0101,21799234.13,2023-11-13,0,0,,0,,competitive
ocds-pgraph-T-0569,T-0569,1,B-017,Laptop and IT hardware supply - Bikaner (May 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-05-28,21,7452895.92,147,unit,147,unit,1,1,complete,A-0569,V-0160,7787920.33,2025-07-10,0,0,,0,,competitive
ocds-pgraph-T-0570,T-0570,1,B-017,Laptop and IT hardware supply - Bikaner (Jun 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-06-06,7,13181389.11,284,unit,284,unit,1,1,complete,A-0570,V-0030,13631210.07,2024-07-22,0,0,,0,,competitive
ocds-pgraph-T-0571,T-0571,1,B-017,Laptop and IT hardware supply - Bikaner (Oct 2023),laptops_it,Laptop and IT hardware supply,goods,open,2023-10-17,30,17354027.81,400,unit,400,unit,6,1,complete,A-0571,V-0236,16278089.46,2023-12-27,0,0,,0,,competitive
ocds-pgraph-T-0572,T-0572,1,B-017,Manned security services - Bikaner (Jul 2023),security_services,Manned security services,services,open,2023-07-04,21,4680883.5,193,man-month,193,man-month,0,0,complete,A-0572,V-0112,4268321.21,2023-09-03,0,0,,0,,competitive
ocds-pgraph-T-0573,T-0573,1,B-017,Manned security services - Bikaner (Jan 2025),security_services,Manned security services,services,open,2025-01-26,10,2891242.07,103,man-month,103,man-month,5,1,complete,A-0573,V-0082,2434486.52,2025-03-05,0,0,,0,,competitive
ocds-pgraph-T-0574,T-0574,1,B-017,Manned security services - Bikaner (Nov 2023),security_services,Manned security services,services,open,2023-11-18,7,3315907.3,137,man-month,137,man-month,7,1,complete,A-0574,V-0189,2772854.48,2023-12-11,0,0,,0,,competitive
ocds-pgraph-T-0575,T-0575,1,B-017,Manned security services - Bikaner (Jan 2026),security_services,Manned security services,services,open,2026-01-24,21,6628288.55,238,man-month,238,man-month,2,1,complete,A-0575,V-0126,5187656.82,2026-03-28,0,0,,0,,competitive
ocds-pgraph-T-0576,T-0576,1,B-035,Water supply pipeline works - New Delhi (Apr 2023),water_pipeline,Water supply pipeline works,works,open,2023-04-28,10,13927453.67,5798,metre,5798,metre,5,1,complete,A-0576,V-0032,13654603.78,2023-06-17,0,0,,0,,competitive
ocds-pgraph-T-0577,T-0577,1,B-035,Water supply pipeline works - New Delhi (Feb 2023),water_pipeline,Water supply pipeline works,works,open,2023-02-04,14,6790192.07,2394,metre,2394,metre,4,1,complete,A-0577,V-0187,5492064.31,2023-03-09,0,0,,0,,competitive
ocds-pgraph-T-0578,T-0578,1,B-035,Borewell drilling - New Delhi (Feb 2025),borewell_drilling,Borewell drilling,works,open,2025-02-05,30,4673748.12,2398,metre,2398,metre,6,1,complete,A-0578,V-S005,4014433.31,2025-04-19,0,0,,0,,competitive
ocds-pgraph-T-0579,T-0579,1,B-035,Water supply pipeline works - New Delhi (Nov 2023),water_pipeline,Water supply pipeline works,works,open,2023-11-15,14,10541185.51,3803,metre,3803,metre,2,1,complete,A-0579,V-0081,8736739.61,2023-12-12,0,0,,0,,competitive
ocds-pgraph-T-0580,T-0580,1,B-035,Water supply pipeline works - New Delhi (Dec 2023),water_pipeline,Water supply pipeline works,works,open,2023-12-23,7,,3257,metre,3257,metre,5,1,complete,A-0580,V-0071,7866475.28,2024-01-09,0,0,,0,,competitive
ocds-pgraph-T-0581,T-0581,1,B-035,Borewell drilling - New Delhi (May 2023),borewell_drilling,Borewell drilling,works,open,2023-05-21,7,,793,metre,793,metre,2,1,complete,A-0581,V-0056,1282558.14,2023-06-09,0,0,,0,,competitive
ocds-pgraph-T-0582,T-0582,1,B-035,Borewell drilling - New Delhi (May 2024),borewell_drilling,Borewell drilling,works,open,2024-05-13,10,1676335.56,992,metre,992,metre,5,1,complete,A-0582,V-0152,1435285.15,2024-06-15,0,0,,0,,competitive
ocds-pgraph-T-0583,T-0583,1,B-035,Borewell drilling - New Delhi (Oct 2022),borewell_drilling,Borewell drilling,works,open,2022-10-17,14,3138655.88,1767,metre,1767,metre,5,1,complete,A-0583,V-0005,2623284.05,2022-11-20,0,0,,0,,competitive
ocds-pgraph-T-0584,T-0584,1,B-035,Water supply pipeline works - New Delhi (Dec 2022),water_pipeline,Water supply pipeline works,works,open,2022-12-24,14,977567.42,361,metre,361,metre,5,1,complete,A-0584,V-0032,837672.58,2023-02-07,0,0,,0,,competitive
ocds-pgraph-T-0585,T-0585,1,B-035,Water supply pipeline works - New Delhi (Feb 2026),water_pipeline,Water supply pipeline works,works,open,2026-02-23,14,,2391,metre,2391,metre,4,1,complete,A-0585,V-0187,6016196.94,2026-03-27,0,0,,0,,competitive
ocds-pgraph-T-0586,T-0586,1,B-035,Water supply pipeline works - New Delhi (Nov 2025),water_pipeline,Water supply pipeline works,works,open,2025-11-17,14,14847149.23,5141,metre,5141,metre,6,1,complete,A-0586,V-0187,13638952.63,2025-12-17,0,0,,0,,competitive
ocds-pgraph-T-0587,T-0587,1,B-035,Borewell drilling - New Delhi (Jan 2025),borewell_drilling,Borewell drilling,works,open,2025-01-22,7,3574624.01,1936,metre,1936,metre,7,1,complete,A-0587,V-0120,3261624.71,2025-02-21,0,0,,0,,competitive
ocds-pgraph-T-0588,T-0588,1,B-035,Water supply pipeline works - New Delhi (Jul 2024),water_pipeline,Water supply pipeline works,works,open,2024-07-15,14,1498295.67,481,metre,481,metre,4,1,complete,A-0588,V-0053,1244598.97,2024-08-29,0,0,,0,,competitive
ocds-pgraph-T-0589,T-0589,1,B-035,Borewell drilling - New Delhi (Mar 2024),borewell_drilling,Borewell drilling,works,open,2024-03-09,30,3806250.9,1927,metre,1927,metre,1,1,complete,A-0589,V-0231,3242046.47,2024-05-03,0,0,,0,,competitive
ocds-pgraph-T-0590,T-0590,1,B-035,Water supply pipeline works - New Delhi (Apr 2025),water_pipeline,Water supply pipeline works,works,open,2025-04-28,10,5122962.37,1740,metre,1740,metre,3,1,complete,A-0590,V-0071,4190083.97,2025-06-06,0,0,,0,,competitive
ocds-pgraph-T-0591,T-0591,1,B-035,Borewell drilling - New Delhi (May 2023),borewell_drilling,Borewell drilling,works,open,2023-05-07,21,1051257.33,673,metre,673,metre,2,1,complete,A-0591,V-0056,1099814.78,2023-06-14,0,0,,0,,competitive
ocds-pgraph-T-0592,T-0592,1,B-035,Water supply pipeline works - New Delhi (May 2024),water_pipeline,Water supply pipeline works,works,open,2024-05-16,30,5246403.18,1805,metre,1805,metre,4,1,complete,A-0592,V-0032,4525123.45,2024-06-29,0,0,,0,,competitive
ocds-pgraph-T-0593,T-0593,1,B-035,Borewell drilling - New Delhi (Nov 2025),borewell_drilling,Borewell drilling,works,open,2025-11-26,7,4594679.39,2289,metre,2289,metre,3,1,complete,A-0593,V-0231,4066367.19,2025-12-31,0,0,,0,,competitive
ocds-pgraph-T-0594,T-0594,1,B-035,Borewell drilling - New Delhi (Jan 2024),borewell_drilling,Borewell drilling,works,open,2024-01-21,7,3214387.69,1742,metre,1742,metre,7,1,complete,A-0594,V-0058,2811777.42,2024-03-09,0,0,,0,,competitive
ocds-pgraph-T-0595,T-0595,1,B-035,Borewell drilling - New Delhi (Dec 2022),borewell_drilling,Borewell drilling,works,open,2022-12-22,14,1752538.02,1033,metre,1033,metre,5,1,complete,A-0595,V-0069,1428550.34,2023-01-25,0,0,,0,,competitive
ocds-pgraph-T-0596,T-0596,1,B-035,Borewell drilling - New Delhi (May 2023),borewell_drilling,Borewell drilling,works,open,2023-05-22,7,3582308.09,2035,metre,2035,metre,4,1,complete,A-0596,V-0231,3673181.11,2023-06-22,0,0,,0,,competitive
ocds-pgraph-T-0597,T-0597,1,B-035,Borewell drilling - New Delhi (Jun 2023),borewell_drilling,Borewell drilling,works,open,2023-06-19,21,823357.76,430,metre,430,metre,5,1,complete,A-0597,V-0119,690253.67,2023-08-21,0,0,,0,,competitive
ocds-pgraph-T-0598,T-0598,1,B-035,Water supply pipeline works - New Delhi (Feb 2024),water_pipeline,Water supply pipeline works,works,open,2024-02-25,7,10767543.54,3854,metre,3854,metre,4,1,complete,A-0598,V-0187,10034526.25,2024-03-17,0,0,,0,,competitive
ocds-pgraph-T-0599,T-0599,1,B-035,Borewell drilling - New Delhi (Jul 2026),borewell_drilling,Borewell drilling,works,open,2026-07-07,21,1542995.41,753,metre,753,metre,1,1,complete,A-0599,V-0056,1559965.45,2026-08-21,0,0,,0,,single
ocds-pgraph-T-0600,T-0600,1,B-035,Water supply pipeline works - New Delhi (Oct 2025),water_pipeline,Water supply pipeline works,works,open,2025-10-10,14,12688227.7,4519,metre,4519,metre,3,1,complete,A-0600,V-0032,11347776.93,2025-11-27,0,0,,0,,competitive
ocds-pgraph-T-0601,T-0601,1,B-004,Ambulance procurement - Belagavi (Jun 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-06-23,21,,8,unit,8,unit,1,1,complete,A-0601,V-0095,18836510.17,2025-08-06,0,0,,0,,single
ocds-pgraph-T-0602,T-0602,1,B-004,Ambulance procurement - Belagavi (Mar 2024),ambulance_vehicle,Ambulance procurement,goods,open,2024-03-21,10,39104229.38,17,unit,17,unit,1,1,complete,A-0602,V-0096,35106394.35,2024-05-09,0,0,,0,,competitive
ocds-pgraph-T-0603,T-0603,1,B-004,Building construction works - Belagavi (Dec 2024),building_construction,Building construction works,works,open,2024-12-04,30,7024316.04,3369,sq.m,3369,sq.m,6,1,complete,A-0603,V-0123,6318959.88,2025-02-11,0,0,,0,,competitive
ocds-pgraph-T-0604,T-0604,1,B-004,Manned security services - Belagavi (Nov 2022),security_services,Manned security services,services,open,2022-11-23,7,12653559.13,507,man-month,507,man-month,5,1,complete,A-0604,V-0140,10444712.74,2022-12-25,0,0,,0,,competitive
ocds-pgraph-T-0605,T-0605,1,B-004,Ambulance procurement - Belagavi (Sep 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-09-22,21,,11,unit,11,unit,7,1,complete,A-0605,V-0095,24753703.39,2025-11-02,0,0,,0,,competitive
ocds-pgraph-T-0606,T-0606,1,B-004,Manned security services - Belagavi (Jun 2026),security_services,Manned security services,services,open,2026-06-09,30,,415,man-month,415,man-month,4,1,complete,A-0606,V-0069,10109289.82,2026-08-10,0,0,,0,,competitive
ocds-pgraph-T-0607,T-0607,1,B-004,Ambulance procurement - Belagavi (May 2023),ambulance_vehicle,Ambulance procurement,goods,open,2023-05-03,7,39956161.7,19,unit,19,unit,3,1,complete,A-0607,V-0095,32778178.85,2023-06-20,0,0,,0,,competitive
ocds-pgraph-T-0608,T-0608,1,B-004,Ambulance procurement - Belagavi (Mar 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-03-01,7,67212518.77,29,unit,29,unit,3,1,complete,A-0608,V-0112,62648358.97,2025-04-17,0,0,,0,,competitive
ocds-pgraph-T-0609,T-0609,1,B-004,Ambulance procurement - Belagavi (Jun 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-06-25,7,,25,unit,25,unit,4,1,complete,A-0609,V-0238,56168201.89,2026-07-16,0,0,,0,,competitive
ocds-pgraph-T-0610,T-0610,1,B-004,Building construction works - Belagavi (Feb 2023),building_construction,Building construction works,works,open,2023-02-06,30,,1653,sq.m,1653,sq.m,3,1,complete,A-0610,V-0175,3206717.08,2023-04-02,0,0,,0,,competitive
ocds-pgraph-T-0611,T-0611,1,B-004,Building construction works - Belagavi (Apr 2026),building_construction,Building construction works,works,open,2026-04-28,7,5363306.83,2276,sq.m,2276,sq.m,6,1,complete,A-0611,V-0198,4255646.47,2026-05-31,0,0,,0,,competitive
ocds-pgraph-T-0612,T-0612,1,B-004,Manned security services - Belagavi (Feb 2024),security_services,Manned security services,services,open,2024-02-09,7,7127498.78,279,man-month,279,man-month,4,1,complete,A-0612,V-0062,6221129.21,2024-03-01,0,0,,0,,competitive
ocds-pgraph-T-0613,T-0613,1,B-004,Manned security services - Belagavi (Mar 2025),security_services,Manned security services,services,open,2025-03-04,14,,385,man-month,385,man-month,5,1,complete,A-0613,V-0239,8044481.06,2025-04-25,0,0,,0,,competitive
ocds-pgraph-T-0614,T-0614,1,B-004,Building construction works - Belagavi (Oct 2024),building_construction,Building construction works,works,open,2024-10-16,10,7301094.65,3793,sq.m,3793,sq.m,4,1,complete,A-0614,V-0218,7101891.24,2024-11-20,0,0,,0,,competitive
ocds-pgraph-T-0615,T-0615,1,B-004,Ambulance procurement - Belagavi (May 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-05-30,7,68011585.74,26,unit,26,unit,1,1,complete,A-0615,V-0112,72051336.82,2026-06-17,0,0,,0,,single
ocds-pgraph-T-0616,T-0616,1,B-004,Manned security services - Belagavi (Jan 2026),security_services,Manned security services,services,open,2026-01-08,7,,415,man-month,415,man-month,1,1,complete,A-0616,V-0239,11176709.46,2026-01-25,0,0,,0,,competitive
ocds-pgraph-T-0617,T-0617,1,B-004,Ambulance procurement - Belagavi (Sep 2022),ambulance_vehicle,Ambulance procurement,goods,open,2022-09-01,21,63642851.57,30,unit,30,unit,3,1,complete,A-0617,V-0238,54883334.76,2022-10-29,0,0,,0,,competitive
ocds-pgraph-T-0618,T-0618,1,B-004,Manned security services - Belagavi (Dec 2024),security_services,Manned security services,services,open,2024-12-04,10,6820851.74,255,man-month,255,man-month,5,1,complete,A-0618,V-0045,6016683.13,2025-01-10,0,0,,0,,competitive
ocds-pgraph-T-0619,T-0619,1,B-004,Building construction works - Belagavi (Mar 2024),building_construction,Building construction works,works,open,2024-03-04,10,7638531.11,3484,sq.m,3484,sq.m,5,1,complete,A-0619,V-0175,6944586.33,2024-04-02,0,0,,0,,competitive
ocds-pgraph-T-0620,T-0620,1,B-004,Ambulance procurement - Belagavi (Jan 2026),ambulance_vehicle,Ambulance procurement,goods,open,2026-01-27,10,13963437.14,5,unit,5,unit,3,1,complete,A-0620,V-0096,10826765.69,2026-03-02,0,0,,0,,competitive
ocds-pgraph-T-0621,T-0621,1,B-004,Building construction works - Belagavi (Mar 2025),building_construction,Building construction works,works,open,2025-03-03,21,7670977.2,3319,sq.m,3319,sq.m,4,1,complete,A-0621,V-0218,6473677.41,2025-05-07,0,0,,0,,competitive
ocds-pgraph-T-0622,T-0622,1,B-004,Building construction works - Belagavi (Jan 2026),building_construction,Building construction works,works,open,2026-01-26,30,6278962.8,2642,sq.m,2642,sq.m,5,1,complete,A-0622,V-0218,5090754.82,2026-03-29,0,0,,0,,competitive
ocds-pgraph-T-0623,T-0623,1,B-004,Manned security services - Belagavi (Feb 2026),security_services,Manned security services,services,open,2026-02-07,21,4675660.48,160,man-month,160,man-month,5,1,complete,A-0623,V-0069,4010963.74,2026-03-25,0,0,,0,,competitive
ocds-pgraph-T-0624,T-0624,1,B-004,Building construction works - Belagavi (Dec 2025),building_construction,Building construction works,works,open,2025-12-28,10,1983350.82,943,sq.m,943,sq.m,4,1,complete,A-0624,V-0175,1855099.03,2026-02-12,0,0,,0,,competitive
ocds-pgraph-T-0625,T-0625,1,B-004,Building construction works - Belagavi (Sep 2025),building_construction,Building construction works,works,open,2025-09-22,14,8829955.03,3954,sq.m,3954,sq.m,6,1,complete,A-0625,V-0221,7487316.57,2025-11-11,0,0,,0,,competitive
ocds-pgraph-T-0626,T-0626,1,B-004,Building construction works - Belagavi (Aug 2025),building_construction,Building construction works,works,open,2025-08-12,21,,2797,sq.m,2797,sq.m,3,1,complete,A-0626,V-0175,5476501.21,2025-09-29,0,0,,0,,competitive
ocds-pgraph-T-0627,T-0627,1,B-004,Ambulance procurement - Belagavi (Dec 2025),ambulance_vehicle,Ambulance procurement,goods,open,2025-12-22,7,5167991.05,2,unit,2,unit,4,1,complete,A-0627,V-0095,5014055.67,2026-01-25,0,0,,0,,competitive
ocds-pgraph-T-0628,T-0628,1,B-004,Manned security services - Belagavi (Mar 2025),security_services,Manned security services,services,open,2025-03-03,7,10241237.3,378,man-month,378,man-month,1,1,complete,A-0628,V-0112,9283122.49,2025-04-03,0,0,,0,,competitive
ocds-pgraph-T-0629,T-0629,1,B-015,Building construction works - Alwar (Dec 2025),building_construction,Building construction works,works,open,2025-12-20,21,8101811.47,3906,sq.m,3906,sq.m,2,1,complete,A-0629,V-0192,6751412.67,2026-02-03,0,0,,0,,competitive
ocds-pgraph-T-0630,T-0630,1,B-015,Road resurfacing works - Alwar (Nov 2024),road_resurfacing,Road resurfacing works,works,open,2024-11-03,30,8259912.3,35713,sq.m,35713,sq.m,3,1,complete,A-0630,V-0119,6883300.4,2024-12-20,0,0,,0,,competitive
ocds-pgraph-T-0631,T-0631,1,B-015,Building construction works - Alwar (Mar 2026),building_construction,Building construction works,works,open,2026-03-29,21,2046046.06,1028,sq.m,1028,sq.m,3,1,complete,A-0631,V-0126,1786979.14,2026-05-08,0,0,,0,,competitive
ocds-pgraph-T-0632,T-0632,1,B-015,Building construction works - Alwar (Apr 2026),building_construction,Building construction works,works,open,2026-04-30,14,1130576.58,541,sq.m,541,sq.m,5,1,complete,A-0632,V-0221,931926.0,2026-06-18,0,0,,0,,competitive
ocds-pgraph-T-0633,T-0633,1,B-015,Building construction works - Alwar (Aug 2025),building_construction,Building construction works,works,open,2025-08-29,14,,2957,sq.m,2957,sq.m,3,1,complete,A-0633,V-0042,5422074.0,2025-10-05,0,0,,0,,competitive
ocds-pgraph-T-0634,T-0634,1,B-015,Road resurfacing works - Alwar (Aug 2023),road_resurfacing,Road resurfacing works,works,open,2023-08-11,10,7542175.32,38376,sq.m,38376,sq.m,1,1,complete,A-0634,V-0119,8289718.97,2023-09-23,0,0,,0,,single
ocds-pgraph-T-0635,T-0635,1,B-015,Borewell drilling - Alwar (Nov 2025),borewell_drilling,Borewell drilling,works,open,2025-11-04,7,3928885.83,2131,metre,2131,metre,7,1,complete,A-0635,V-0026,3117706.73,2025-12-18,0,0,,0,,competitive
ocds-pgraph-T-0636,T-0636,1,B-015,Building construction works - Alwar (Sep 2023),building_construction,Building construction works,works,open,2023-09-04,10,2131120.25,1150,sq.m,1150,sq.m,7,1,complete,A-0636,V-0221,1781114.91,2023-10-09,0,0,,0,,competitive
ocds-pgraph-T-0637,T-0637,1,B-015,Building construction works - Alwar (Jun 2023),building_construction,Building construction works,works,open,2023-06-27,7,3389342.06,2016,sq.m,2016,sq.m,5,1,complete,A-0637,V-0042,3084604.79,2023-08-07,0,0,,0,,competitive
ocds-pgraph-T-0638,T-0638,1,B-015,Building construction works - Alwar (Nov 2022),building_construction,Building construction works,works,open,2022-11-23,7,4125451.49,2611,sq.m,2611,sq.m,1,1,complete,A-0638,V-0051,4145911.65,2022-12-23,0,0,,0,,competitive
ocds-pgraph-T-0639,T-0639,1,B-015,Borewell drilling - Alwar (Jun 2026),borewell_drilling,Borewell drilling,works,open,2026-06-24,21,1685395.95,902,metre,902,metre,4,1,complete,A-0639,V-0161,1425598.13,2026-07-29,0,0,,0,,competitive
ocds-pgraph-T-0640,T-0640,1,B-015,Borewell drilling - Alwar (Aug 2024),borewell_drilling,Borewell drilling,works,open,2024-08-16,7,,992,metre,992,metre,2,1,complete,A-0640,V-0090,1631965.96,2024-10-04,0,0,,0,,competitive
ocds-pgraph-T-0641,T-0641,1,B-015,Road resurfacing works - Alwar (Jul 2025),road_resurfacing,Road resurfacing works,works,open,2025-07-30,14,5568338.79,25015,sq.m,25015,sq.m,3,1,complete,A-0641,V-0224,4908309.06,2025-09-27,0,0,,0,,competitive
ocds-pgraph-T-0642,T-0642,1,B-015,Borewell drilling - Alwar (Sep 2024),borewell_drilling,Borewell drilling,works,open,2024-09-03,30,1659797.07,1062,metre,1062,metre,5,1,complete,A-0642,V-0058,1412728.58,2024-10-15,0,0,,0,,competitive
ocds-pgraph-T-0643,T-0643,1,B-015,Building construction works - Alwar (Sep 2025),building_construction,Building construction works,works,open,2025-09-19,21,5082452.21,2539,sq.m,2539,sq.m,7,1,complete,A-0643,V-0126,4118438.98,2025-11-12,0,0,,0,,competitive
ocds-pgraph-T-0644,T-0644,1,B-015,Road resurfacing works - Alwar (Apr 2026),road_resurfacing,Road resurfacing works,works,open,2026-04-10,14,,19858,sq.m,19858,sq.m,3,1,complete,A-0644,V-0076,4530085.52,2026-05-04,0,0,,0,,competitive
